AGE,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,CNT_CHILDREN,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,OCCUPATION_TYPE,EMPLOYMENT_YEARS,Approval_Status
50,198000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,-1000,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
43,675000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Sales staff,3,Approved
60,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
60,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
60,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
60,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
60,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
60,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
55,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,22,Approved
52,292500.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,,12,Approved
52,292500.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,,12,Approved
52,292500.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,,12,Approved
49,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Laborers,0,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
61,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
44,675000.0,Working,Higher education,Married,House / apartment,1,3.0,Y,Y,Managers,12,Approved
44,675000.0,Working,Higher education,Married,House / apartment,1,3.0,Y,Y,Managers,12,Approved
44,675000.0,Working,Higher education,Married,House / apartment,1,3.0,Y,Y,Managers,12,Approved
56,54000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1.0,N,N,,-1000,Approved
51,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Cooking staff,2,Risky
51,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Cooking staff,2,Approved
51,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Cooking staff,2,Risky
51,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Cooking staff,2,Approved
51,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Cooking staff,2,Risky
57,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,N,,-1000,Approved
57,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,N,,-1000,Approved
57,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,N,,-1000,Approved
27,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,N,Cooking staff,6,Approved
27,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,N,Cooking staff,6,Approved
27,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,N,Cooking staff,6,Approved
27,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,N,Cooking staff,6,Approved
41,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Sales staff,6,Approved
28,225000.0,State servant,Higher education,Single / not married,With parents,0,1.0,N,N,Core staff,4,Approved
35,225000.0,Working,Higher education,Separated,House / apartment,0,1.0,N,N,Laborers,11,Approved
35,225000.0,Working,Higher education,Separated,House / apartment,0,1.0,N,N,Laborers,11,Approved
35,225000.0,Working,Higher education,Separated,House / apartment,0,1.0,N,N,Laborers,11,Approved
35,225000.0,Working,Higher education,Separated,House / apartment,0,1.0,N,N,Laborers,11,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,,2,Approved
51,171000.0,Pensioner,Higher education,Civil marriage,House / apartment,0,2.0,N,Y,,-1000,Approved
37,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Drivers,3,Approved
37,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Drivers,3,Approved
37,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Drivers,3,Approved
37,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Drivers,3,Approved
34,225000.0,State servant,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,6,Approved
34,225000.0,State servant,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,6,Approved
34,225000.0,State servant,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,6,Approved
34,225000.0,State servant,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,6,Approved
34,225000.0,State servant,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,6,Approved
34,225000.0,State servant,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,6,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
27,310500.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,N,Laborers,1,Approved
29,112500.0,Working,Higher education,Civil marriage,House / apartment,2,4.0,N,Y,Sales staff,0,Approved
29,112500.0,Working,Higher education,Civil marriage,House / apartment,2,4.0,N,Y,Sales staff,0,Approved
29,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,N,Y,Sales staff,6,Approved
29,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,N,Y,Sales staff,6,Approved
34,67500.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Laborers,4,Approved
34,67500.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Laborers,4,Approved
34,67500.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,N,Y,Laborers,4,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,135000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
50,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Managers,18,Approved
50,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Managers,18,Approved
50,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Managers,18,Approved
50,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Managers,18,Approved
50,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Managers,18,Approved
50,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Managers,18,Approved
52,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,N,Sales staff,2,Approved
31,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,0,1.0,N,N,Accountants,5,Approved
31,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,0,1.0,N,N,Accountants,5,Approved
39,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Laborers,12,Approved
39,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Laborers,12,Approved
39,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Laborers,12,Approved
39,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Laborers,12,Approved
39,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Laborers,12,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
38,110250.0,Working,Higher education,Single / not married,House / apartment,0,1.0,Y,Y,,15,Approved
42,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Cooking staff,1,Approved
60,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,,-1000,Approved
60,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,,-1000,Approved
60,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,,-1000,Approved
32,180000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,0,Approved
32,180000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,0,Approved
32,180000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,0,Approved
32,180000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,0,Approved
32,180000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,0,Approved
32,180000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,0,Approved
41,90000.0,Working,Higher education,Single / not married,House / apartment,0,1.0,N,Y,Core staff,3,Approved
41,90000.0,Working,Higher education,Single / not married,House / apartment,0,1.0,N,Y,Core staff,3,Approved
41,90000.0,Working,Higher education,Single / not married,House / apartment,0,1.0,N,Y,Core staff,3,Approved
24,472500.0,Commercial associate,Higher education,Married,With parents,1,3.0,N,N,,2,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
46,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,0,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
48,90000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Cooking staff,10,Approved
41,270000.0,Working,Higher education,Married,House / apartment,3,5.0,Y,Y,,1,Approved
41,270000.0,Working,Higher education,Married,House / apartment,3,5.0,Y,Y,,1,Approved
41,270000.0,Working,Higher education,Married,House / apartment,3,5.0,Y,Y,,1,Approved
41,270000.0,Working,Higher education,Married,House / apartment,3,5.0,Y,Y,,1,Approved
41,270000.0,Working,Higher education,Married,House / apartment,3,5.0,Y,Y,,1,Approved
40,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,N,Y,Laborers,4,Approved
38,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,Y,Y,Sales staff,5,Approved
31,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,2.0,N,N,,2,Approved
31,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,2.0,N,N,,2,Approved
31,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,2.0,N,N,,2,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
54,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Laborers,18,Approved
36,67500.0,State servant,Incomplete higher,Married,With parents,2,4.0,N,Y,Core staff,0,Approved
36,67500.0,State servant,Incomplete higher,Married,With parents,2,4.0,N,Y,Core staff,0,Approved
36,67500.0,State servant,Incomplete higher,Married,With parents,2,4.0,N,Y,Core staff,0,Approved
50,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Drivers,20,Approved
50,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Drivers,20,Approved
50,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Drivers,20,Approved
50,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Drivers,20,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
60,247500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,1,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Risky
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Risky
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Risky
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
30,121500.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,,2,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
59,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
54,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Private service staff,10,Approved
60,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,-1000,Approved
51,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,Sales staff,6,Approved
51,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,Sales staff,6,Risky
51,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,Sales staff,6,Risky
46,270000.0,State servant,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Laborers,1,Approved
46,270000.0,State servant,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Laborers,1,Approved
46,270000.0,State servant,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Laborers,1,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
26,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
36,121500.0,Working,Secondary / secondary special,Married,With parents,0,2.0,N,Y,Core staff,14,Approved
36,121500.0,Working,Secondary / secondary special,Married,With parents,0,2.0,N,Y,Core staff,14,Approved
36,121500.0,Working,Secondary / secondary special,Married,With parents,0,2.0,N,Y,Core staff,14,Approved
58,196650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Cleaning staff,7,Approved
58,196650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Cleaning staff,7,Approved
57,202500.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,202500.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,202500.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,202500.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,202500.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
52,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Sales staff,2,Approved
52,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Sales staff,2,Approved
52,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Sales staff,2,Approved
31,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,Y,N,Core staff,2,Approved
31,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,Y,N,Core staff,2,Approved
31,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,Y,N,Core staff,2,Approved
31,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,Y,N,Core staff,2,Approved
31,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,Y,N,Core staff,2,Approved
31,225000.0,Working,Higher education,Civil marriage,House / apartment,1,3.0,Y,N,Core staff,2,Approved
32,166500.0,Working,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,1,Approved
32,166500.0,Working,Higher education,Married,House / apartment,1,3.0,Y,Y,Core staff,1,Approved
